sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
Malaysia has launched an aggressive media campaign over its water dispute with Singapore.	MALAYSIA will launch a publicity campaign in local newspapers today giving its version of the water dispute with Singapore.	[1, 2, 6, 7, 0, 0, 0]	[2, 1, 1, 0, 7, 2, 7, 0, 0, 7, 7, 7, 7, 7]	[2, 1, 1, 0, 2, 0, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Malaysia', 'has', 'launched', 'an', 'aggressive', 'media', 'campaign', 'over', 'its', 'water', 'dispute', 'with', 'Singapore', '.']	['MALAYSIA', 'will', 'launch', 'a', 'publicity', 'campaign', 'in', 'local', 'newspapers', 'today', 'giving', 'its', 'version', 'of', 'the', 'water', 'dispute', 'with', 'Singapore', '.\n']	b25bc8e52df04df9acb630144e348acf
A base configuration with a 2.0GHz Intel Celeron processor, 128M bytes of memory, a 40G-byte hard drive, and a CD-ROM drive costs US$729.	A base configuration with a 2.4GHz Pentium 4, 128MB of RAM, a 40GB hard drive, and a CD-ROM drive costs $699.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 0, 0, 0, 6, 2, 2, 6, 2, 6, 6, 2, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6]	[7, 7, 7, 7, 7, 6, 6, 6, 7, 2, 7, 2, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7]	['A', 'base', 'configuration', 'with', 'a', '2.0GHz', 'Intel', 'Celeron', 'processor', ',', '128M', 'bytes', 'of', 'memory', ',', 'a', '40G-byte', 'hard', 'drive', ',', 'and', 'a', 'CD-ROM', 'drive', 'costs', 'US', '$', '729', '.']	['A', 'base', 'configuration', 'with', 'a', '2.4GHz', 'Pentium', '4', ',', '128MB', 'of', 'RAM', ',', 'a', '40GB', 'hard', 'drive', ',', 'and', 'a', 'CD-ROM', 'drive', 'costs', '$', '699', '.\n']	7cb85ea73c0f4ab89f52090912a6d072
Mark Kaiser, vice-president of marketing, and Tim Lee, vice-president of purchasing, were dismissed last week.	Mark Kaiser and Tim Lee, respectively US Foodservice vice-presidents for marketing and purchasing, have been dismissed.	[1, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 7, 7, 6]	[5, 5, 5, 5, 5, 5, 5, 7, 7, 5, 5, 5, 5, 5, 5, 1, 1, 1, 6]	['Mark', 'Kaiser', ',', 'vice-president', 'of', 'marketing', ',', 'and', 'Tim', 'Lee', ',', 'vice-president', 'of', 'purchasing', ',', 'were', 'dismissed', 'last', 'week', '.']	['Mark', 'Kaiser', 'and', 'Tim', 'Lee', ',', 'respectively', 'US', 'Foodservice', 'vice-presidents', 'for', 'marketing', 'and', 'purchasing', ',', 'have', 'been', 'dismissed', '.\n']	bb97d9719e7c4398a3c1b820c7bd086f
Quattrone lawyer John W. Keker said his client is innocent.	In a statement Monday, his lawyer John Keker said ``Frank Quattrone is innocent.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 7, 7, 7, 7, 2, 6, 2, 2, 6, 2, 2, 2, 6, 6, 6]	['Quattrone', 'lawyer', 'John', 'W.', 'Keker', 'said', 'his', 'client', 'is', 'innocent', '.']	['In', 'a', 'statement', 'Monday', ',', 'his', 'lawyer', 'John', 'Keker', 'said', '``', 'Frank', 'Quattrone', 'is', 'innocent', '.\n']	2e02548cce46414a81c7dfa6fdbe5d14
Shares of Microsoft rose 50 cents Friday to close at $28.34 a share on the Nasdaq Stock Market.	Microsoft's stock was up 50 cents, to $28.34 a share in New York yesterday.	[2, 3, 5, 6, 7, 0, 0]	[3, 3, 3, 2, 7, 7, 7, 7, 7, 2, 0, 0, 7, 7, 6, 6, 6, 6, 6, 7]	[3, 3, 3, 2, 2, 7, 7, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7]	['Shares', 'of', 'Microsoft', 'rose', '50', 'cents', 'Friday', 'to', 'close', 'at', '$', '28.34', 'a', 'share', 'on', 'the', 'Nasdaq', 'Stock', 'Market', '.']	"['Microsoft', ""'s"", 'stock', 'was', 'up', '50', 'cents', ',', 'to', '$', '28.34', 'a', 'share', 'in', 'New', 'York', 'yesterday', '.\n']"	d8bbd365664d4b3f92e1727b54f98cf4
BP shares slipped 0.8 percent to 433.50 pence ($6.85) each in afternoon trading on the London Stock Exchange.	BP shares slipped 48 cents to $41.72 Friday in trading on the New York Stock Exchange.	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 0, 6, 6, 6]	[7, 7, 7, 6, 6, 6, 6, 6, 0, 7, 7, 7, 7, 6, 6, 7, 7, 7]	['BP', 'shares', 'slipped', '0.8', 'percent', 'to', '433.50', 'pence', '(', '$', '6.85', ')', 'each', 'in', 'afternoon', 'trading', 'on', 'the', 'London', 'Stock', 'Exchange', '.']	['BP', 'shares', 'slipped', '48', 'cents', 'to', '$', '41.72', 'Friday', 'in', 'trading', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', '.\n']	d3bf95a14da24bce9ffe3ad7b34148b6
Attackers detonated a second roadside bomb later Sunday as a U.S. convoy was traveling near Fallujah, killing an American soldier and wounding three others.	Attackers detonated a second roadside bomb later yesterday as a U.S. convoy was travelling near Falluja, just west of Baghdad, killing an U.S. soldier and wounding three others.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7]	[6, 6, 6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 6, 6, 6, 2, 6, 6, 6, 6, 6, 6]	['Attackers', 'detonated', 'a', 'second', 'roadside', 'bomb', 'later', 'Sunday', 'as', 'a', 'U.S.', 'convoy', 'was', 'traveling', 'near', 'Fallujah', ',', 'killing', 'an', 'American', 'soldier', 'and', 'wounding', 'three', 'others', '.']	['Attackers', 'detonated', 'a', 'second', 'roadside', 'bomb', 'later', 'yesterday', 'as', 'a', 'U.S.', 'convoy', 'was', 'travelling', 'near', 'Falluja', ',', 'just', 'west', 'of', 'Baghdad', ',', 'killing', 'an', 'U.S.', 'soldier', 'and', 'wounding', 'three', 'others', '.\n']	cb33b80926f3436084e9f965d9c766dd
Assani said Tuesday he did not know what to charge the men with because US officials refused to share information with him.	Prosecutors said they did not know what crimes to charge the men with because U.S. officials refused to share information with them.	[2, 6, 7, 0, 0, 0, 0]	[2, 0, 7, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 7, 0, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 0, 7]	['Assani', 'said', 'Tuesday', 'he', 'did', 'not', 'know', 'what', 'to', 'charge', 'the', 'men', 'with', 'because', 'US', 'officials', 'refused', 'to', 'share', 'information', 'with', 'him', '.']	['Prosecutors', 'said', 'they', 'did', 'not', 'know', 'what', 'crimes', 'to', 'charge', 'the', 'men', 'with', 'because', 'U.S.', 'officials', 'refused', 'to', 'share', 'information', 'with', 'them', '.\n']	73f2d443f6aa4cf6aefb175407ecd53a
Medical experts said the condition was mildly worrying but easily-manageable.	Medical experts said Blair's problem was worrying but relatively common and easily manageable.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 2, 2, 7, 7, 7, 7, 2, 7]	[7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 2, 2, 7]	['Medical', 'experts', 'said', 'the', 'condition', 'was', 'mildly', 'worrying', 'but', 'easily-manageable', '.']	"['Medical', 'experts', 'said', 'Blair', ""'s"", 'problem', 'was', 'worrying', 'but', 'relatively', 'common', 'and', 'easily', 'manageable', '.\n']"	6ab17c57971b4b53a57d7ba3e111ebb9
At a press conference Thursday, the group claimed it had obtained 1.1 million signatures on petitions opposing the recall, although the petitions have no legal effect.	Opponents said they had 1.1 million signatures on petitions opposing the recall, though those petitions would have no legal effect.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 2, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0]	[2, 2, 0, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 1, 1, 7, 7, 7, 7]	['At', 'a', 'press', 'conference', 'Thursday', ',', 'the', 'group', 'claimed', 'it', 'had', 'obtained', '1.1', 'million', 'signatures', 'on', 'petitions', 'opposing', 'the', 'recall', ',', 'although', 'the', 'petitions', 'have', 'no', 'legal', 'effect', '.']	['Opponents', 'said', 'they', 'had', '1.1', 'million', 'signatures', 'on', 'petitions', 'opposing', 'the', 'recall', ',', 'though', 'those', 'petitions', 'would', 'have', 'no', 'legal', 'effect', '.\n']	403ecd956dd14f238626314877943d72
It was the biggest protest since hundreds of thousands marched in outrage over the massacre of democracy activists occupying Tiananmen Square in Beijing in 1989.	Hong Kong has not seen such a protest since hundreds of thousands marched in outrage over the 1989 massacre of democracy activists occupying Beijing's Tiananmen Square.	[3, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 0, 7, 6]	[7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 3, 3, 3, 3, 6]	['It', 'was', 'the', 'biggest', 'protest', 'since', 'hundreds', 'of', 'thousands', 'marched', 'in', 'outrage', 'over', 'the', 'massacre', 'of', 'democracy', 'activists', 'occupying', 'Tiananmen', 'Square', 'in', 'Beijing', 'in', '1989', '.']	"['Hong', 'Kong', 'has', 'not', 'seen', 'such', 'a', 'protest', 'since', 'hundreds', 'of', 'thousands', 'marched', 'in', 'outrage', 'over', 'the', '1989', 'massacre', 'of', 'democracy', 'activists', 'occupying', 'Beijing', ""'s"", 'Tiananmen', 'Square', '.\n']"	b431e613d5fe4e75962c41c6a7ed930d
There were no plans to build permanent US bases in Africa, Pentagon officials said.	There are no plans to build permanent U.S. bases in Africa, Defense Department officials say.	[1, 2, 6, 0, 0, 0, 0]	[6, 1, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 2, 6, 1, 6]	[6, 1, 6, 6, 6, 6, 6, 2, 6, 6, 6, 6, 2, 2, 6, 1, 6]	['There', 'were', 'no', 'plans', 'to', 'build', 'permanent', 'US', 'bases', 'in', 'Africa', ',', 'Pentagon', 'officials', 'said', '.']	['There', 'are', 'no', 'plans', 'to', 'build', 'permanent', 'U.S.', 'bases', 'in', 'Africa', ',', 'Defense', 'Department', 'officials', 'say', '.\n']	d3b9728a38b440c39067f2b8b87de920
The government recently shelved peace talks with the MILF, being brokered by Malaysia, after a string of attacks, including three bombings, on Mindanao.	The government recently shelved peace talks being brokered by neighbouring Malaysia after a spate of attacks on Mindanao, including three deadly bombings, that it blamed on the MILF.	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 7, 7, 0, 0, 0, 7, 0, 7, 7, 7, 7, 7, 7, 7, 0]	['The', 'government', 'recently', 'shelved', 'peace', 'talks', 'with', 'the', 'MILF', ',', 'being', 'brokered', 'by', 'Malaysia', ',', 'after', 'a', 'string', 'of', 'attacks', ',', 'including', 'three', 'bombings', ',', 'on', 'Mindanao', '.']	['The', 'government', 'recently', 'shelved', 'peace', 'talks', 'being', 'brokered', 'by', 'neighbouring', 'Malaysia', 'after', 'a', 'spate', 'of', 'attacks', 'on', 'Mindanao', ',', 'including', 'three', 'deadly', 'bombings', ',', 'that', 'it', 'blamed', 'on', 'the', 'MILF', '.\n']	9e7b5493c0224d848c66b2d67251e83c
One of the most well studied facets of temperament is how people respond to novelty.	One of the defining and well-studied characteristics of temperament is how people react to novelty.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 2, 7, 7, 7]	[7, 7, 7, 7, 0, 2, 2, 7, 7, 7, 7, 7, 2, 7, 7, 7]	['One', 'of', 'the', 'most', 'well', 'studied', 'facets', 'of', 'temperament', 'is', 'how', 'people', 'respond', 'to', 'novelty', '.']	['One', 'of', 'the', 'defining', 'and', 'well-studied', 'characteristics', 'of', 'temperament', 'is', 'how', 'people', 'react', 'to', 'novelty', '.\n']	159dcf0c3f3b4889ac9df2b03344902e
They also showed the greatest increase in early rapid head growth compared with those children with milder forms of the disorder.	Those children later diagnosed with the most severe autism showed the greatest increase in early rapid head growth compared to those children with milder forms of the disorder.	[2, 6, 7, 0, 0, 0, 0]	[2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['They', 'also', 'showed', 'the', 'greatest', 'increase', 'in', 'early', 'rapid', 'head', 'growth', 'compared', 'with', 'those', 'children', 'with', 'milder', 'forms', 'of', 'the', 'disorder', '.']	['Those', 'children', 'later', 'diagnosed', 'with', 'the', 'most', 'severe', 'autism', 'showed', 'the', 'greatest', 'increase', 'in', 'early', 'rapid', 'head', 'growth', 'compared', 'to', 'those', 'children', 'with', 'milder', 'forms', 'of', 'the', 'disorder', '.\n']	6d9f7aba4db44c4ca96e96c8a6f9756f
He has been at UCSD since 1991 and was appointed chancellor in 1996, after spending 22 years with ATT Bell Labs, where he worked on superconductors and other materials.	Dynes has been at UC San Diego since 1991 after spending 22 years with ATT Bell Labs, where he worked on superconductors and other materials.	[2, 5, 6, 7, 0, 0, 0]	[2, 6, 6, 6, 2, 6, 6, 7, 7, 7, 7, 7, 7, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['He', 'has', 'been', 'at', 'UCSD', 'since', '1991', 'and', 'was', 'appointed', 'chancellor', 'in', '1996', ',', 'after', 'spending', '22', 'years', 'with', 'AT', '', 'T', 'Bell', 'Labs', ',', 'where', 'he', 'worked', 'on', 'superconductors', 'and', 'other', 'materials', '.']	['Dynes', 'has', 'been', 'at', 'UC', 'San', 'Diego', 'since', '1991', 'after', 'spending', '22', 'years', 'with', 'AT', '', 'T', 'Bell', 'Labs', ',', 'where', 'he', 'worked', 'on', 'superconductors', 'and', 'other', 'materials', '.\n']	c67bac98617e4ad285161656fe6b7ab8
By 2007, antivirus solutions will carry a worldwide price tag of $4.4 billion--double that of five years earlier.	By 2007, antivirus solutions will carry a worldwide price tag double that of 2002: $4.4 billion.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 6]	[6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 6, 6, 6, 6]	['By', '2007', ',', 'antivirus', 'solutions', 'will', 'carry', 'a', 'worldwide', 'price', 'tag', 'of', '$', '4.4', 'billion', '--', 'double', 'that', 'of', 'five', 'years', 'earlier', '.']	['By', '2007', ',', 'antivirus', 'solutions', 'will', 'carry', 'a', 'worldwide', 'price', 'tag', 'double', 'that', 'of', '2002', ':', '$', '4.4', 'billion', '.\n']	baa6fcda2d594dc4949d2327f745fd63
Peterson's lawyer, Mark Geragos of Los Angeles, was quick to swipe at the testing procedure.	Peterson's lawyer, Mark Geragos, of Los Angeles, has contested the DNA evidence, saying it is unreliable.	[5, 6, 7, 0, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6]	"['Peterson', ""'s"", 'lawyer', ',', 'Mark', 'Geragos', 'of', 'Los', 'Angeles', ',', 'was', 'quick', 'to', 'swipe', 'at', 'the', 'testing', 'procedure', '.']"	"['Peterson', ""'s"", 'lawyer', ',', 'Mark', 'Geragos', ',', 'of', 'Los', 'Angeles', ',', 'has', 'contested', 'the', 'DNA', 'evidence', ',', 'saying', 'it', 'is', 'unreliable', '.\n']"	e9aea62641e54b65a0d090e58bdae0e2
"""I am listening to the same things I listened to 17 years ago,"" Hollings said."	Im hearing the same things I listened to 17 years ago.	[2, 5, 6, 7, 0, 0, 0]	[0, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 0, 7, 7, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7]	"['``', 'I', 'am', 'listening', 'to', 'the', 'same', 'things', 'I', 'listened', 'to', '17', 'years', 'ago', ',', ""''"", 'Hollings', 'said', '.']"	['Im', 'hearing', 'the', 'same', 'things', 'I', 'listened', 'to', '17', 'years', 'ago', '.\n']	225b0983067c412d8d4f34b6be33d510
The House passed a similar measure by a wide margin on Sept. 9.	The House of Representative passed an identical amendment on Sept. 9, by a 227-188 vote.	[2, 6, 7, 0, 0, 0, 0]	[6, 2, 6, 0, 2, 2, 7, 7, 7, 7, 6, 6, 6, 6]	[6, 2, 2, 2, 6, 0, 2, 2, 6, 6, 6, 7, 7, 7, 7, 7, 6]	['The', 'House', 'passed', 'a', 'similar', 'measure', 'by', 'a', 'wide', 'margin', 'on', 'Sept.', '9', '.']	['The', 'House', 'of', 'Representative', 'passed', 'an', 'identical', 'amendment', 'on', 'Sept.', '9', ',', 'by', 'a', '227-188', 'vote', '.\n']	155aa29b73214c178baa6f097ae8178a
Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot.	Six Democrats and two Republicans are running for her seat and have qualified for the Feb. 3 primary ballot.	[6, 7, 0, 0, 0, 0, 0]	[7, 7, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[6, 6, 7, 7, 7, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['Six', 'Democrats', 'are', 'vying', 'to', 'succeed', 'Jacques', 'and', 'have', 'qualified', 'for', 'the', 'Feb.', '3', 'primary', 'ballot', '.']	['Six', 'Democrats', 'and', 'two', 'Republicans', 'are', 'running', 'for', 'her', 'seat', 'and', 'have', 'qualified', 'for', 'the', 'Feb.', '3', 'primary', 'ballot', '.\n']	231ab3a2418a480ebcefcb8b068f7a82
The diocese reached a settlement in 2001 involving five priests and 26 plaintiffs for an undisclosed sum.	In 2001, the diocese reached a $15 million settlement involving five priests and 26 plaintiffs.	[2, 6, 7, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 0, 7, 7, 7, 6]	[7, 7, 7, 6, 6, 6, 6, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'diocese', 'reached', 'a', 'settlement', 'in', '2001', 'involving', 'five', 'priests', 'and', '26', 'plaintiffs', 'for', 'an', 'undisclosed', 'sum', '.']	['In', '2001', ',', 'the', 'diocese', 'reached', 'a', '$', '15', 'million', 'settlement', 'involving', 'five', 'priests', 'and', '26', 'plaintiffs', '.\n']	889547a0b6894f96b3b69cb3e2d3020b
The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.	The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.	[2, 4, 6, 0, 0, 0, 0]	[6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'Bush', 'administration', 'blames', 'Hussein', 'loyalists', 'and', 'foreign', 'Muslim', 'militants', 'who', 'have', 'entered', 'Iraq', 'to', 'fight', 'U.S.', 'troops', 'for', 'the', 'wave', 'of', 'bombings', 'and', 'guerrilla', 'attacks', '.']	['The', 'Bush', 'administration', 'blames', 'the', 'wave', 'of', 'bombings', 'and', 'guerrilla', 'attacks', 'on', 'Saddam', 'loyalists', 'and', 'foreign', 'Muslim', 'militants', 'who', 'have', 'entered', 'Iraq', 'to', 'fight', 'U.S.', 'troops', '.\n']	b8b5d150bd7f4e7b82a2bcdcb8254d3c
Big Blue says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter.	The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter.	[5, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7]	[5, 5, 7, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0]	['Big', 'Blue', 'says', 'the', 'SEC', 'calls', 'the', 'action', 'a', 'fact-finding', 'investigation', 'and', 'has', 'not', 'reached', 'any', 'conclusions', 'related', 'to', 'this', 'matter', '.']	['The', 'SEC', 'specifically', 'advised', 'IBM', 'that', 'this', 'is', 'a', 'fact-finding', 'investigation', 'and', 'that', 'it', 'has', 'not', 'reached', 'any', 'conclusions', 'related', 'to', 'this', 'matter', '.\n']	40a048fc874d450ba7ee210b2d92ba03
The MDC said a supporter, Tichaona Kaguru, died in hospital on Wednesday after being tortured and assaulted by soldiers putting down the protests.	The MDC said that an opposition supporter, Tichaona Kaguru, died in hospital after being tortured and assaulted by the soldiers putting down the anti-Mugabe protests.	[3, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 7]	[0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0]	['The', 'MDC', 'said', 'a', 'supporter', ',', 'Tichaona', 'Kaguru', ',', 'died', 'in', 'hospital', 'on', 'Wednesday', 'after', 'being', 'tortured', 'and', 'assaulted', 'by', 'soldiers', 'putting', 'down', 'the', 'protests', '.']	['The', 'MDC', 'said', 'that', 'an', 'opposition', 'supporter', ',', 'Tichaona', 'Kaguru', ',', 'died', 'in', 'hospital', 'after', 'being', 'tortured', 'and', 'assaulted', 'by', 'the', 'soldiers', 'putting', 'down', 'the', 'anti-Mugabe', 'protests', '.\n']	14b42bf35067471eacb2f8b306df2b28
Both have said they are willing to take the slim chance of success for the opportunity to lead separate lives.	Twenty-nine-year-old Iranian sisters Ladan and Laleh Bijani are willing to accept the slim chance of success just for an opportunity to lead separate lives.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 2, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7]	[2, 2, 2, 2, 2, 2, 2, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7]	['Both', 'have', 'said', 'they', 'are', 'willing', 'to', 'take', 'the', 'slim', 'chance', 'of', 'success', 'for', 'the', 'opportunity', 'to', 'lead', 'separate', 'lives', '.']	['Twenty-nine-year-old', 'Iranian', 'sisters', 'Ladan', 'and', 'Laleh', 'Bijani', 'are', 'willing', 'to', 'accept', 'the', 'slim', 'chance', 'of', 'success', 'just', 'for', 'an', 'opportunity', 'to', 'lead', 'separate', 'lives', '.\n']	0d9acdf99b3f43618d0a599d1eced7db
SMILING bomber Amrozi was inspired to launch an attack on Bali after his former Australian boss revealed the tourist island was a haven for sinful behaviour by westerners.	BALI bomber Amrozi claims he was inspired to launch an attack on the tourist island after his Australian boss revealed Bali was a haven for sinful behaviour of Westerners.	[2, 6, 7, 0, 0, 0, 0]	[6, 0, 0, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 2, 2, 7]	[6, 0, 0, 7, 0, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 2, 2, 7]	['SMILING', 'bomber', 'Amrozi', 'was', 'inspired', 'to', 'launch', 'an', 'attack', 'on', 'Bali', 'after', 'his', 'former', 'Australian', 'boss', 'revealed', 'the', 'tourist', 'island', 'was', 'a', 'haven', 'for', 'sinful', 'behaviour', 'by', 'westerners', '.']	['BALI', 'bomber', 'Amrozi', 'claims', 'he', 'was', 'inspired', 'to', 'launch', 'an', 'attack', 'on', 'the', 'tourist', 'island', 'after', 'his', 'Australian', 'boss', 'revealed', 'Bali', 'was', 'a', 'haven', 'for', 'sinful', 'behaviour', 'of', 'Westerners', '.\n']	783ff852c3ff4438b6ce455165560126
A federal magistrate in Fort Lauderdale ordered him held without bail.	Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale, Fla.	[2, 4, 6, 7, 0, 0, 0]	[4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7]	[4, 4, 4, 4, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 7, 7, 0]	['A', 'federal', 'magistrate', 'in', 'Fort', 'Lauderdale', 'ordered', 'him', 'held', 'without', 'bail', '.']	['Zuccarini', 'was', 'ordered', 'held', 'without', 'bail', 'Wednesday', 'by', 'a', 'federal', 'judge', 'in', 'Fort', 'Lauderdale', ',', 'Fla', '.\n']	44720fca15944d42a745ecfa9e05bbf5
"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie."""	"The virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like ""Thank You!"" and ""Re: Details""."	[2, 3, 6, 7, 0, 0, 0]	[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 0, 7]	[2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 2, 7, 7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7]	"['Sobig.F', 'spreads', 'when', 'unsuspecting', 'computer', 'users', 'open', 'file', 'attachments', 'in', 'emails', 'that', 'contain', 'such', 'familiar', 'headings', 'as', '``', 'Thank', 'You', '!', ',', ""''"", '``', 'Re', ':', 'Details', ""''"", 'or', '``', 'Re', ':', 'That', 'Movie', '.', ""''""]"	"['The', 'virus', 'spreads', 'when', 'unsuspecting', 'computer', 'users', 'open', 'file', 'attachments', 'in', 'emails', 'that', 'contain', 'familiar', 'headings', 'like', '``', 'Thank', 'You', '!', ""''"", 'and', '``', 'Re', ':', 'Details', ""''"", '.\n']"	a9b86f623447434e937282369cac2500
